wavelength flux
5809.311675622863 39.98277
5811.920859794822 36.278805
5814.530043966781 47.34797
5817.13922813874 48.593662
5819.748412310699 43.800495
5822.357596482658 36.19823
5824.966780654617 37.98516
5827.575964826576 39.257683
5830.185148998535 35.262238
5832.794333170494 43.466137
5835.403517342453 30.36312
5838.012701514412 35.105858
5840.621885686371 39.727142
5843.23106985833 43.068928
5845.840254030289 41.375492
5848.449438202248 47.137085
5851.058622374207 37.981125
5853.667806546166 38.922375
5856.276990718125 39.466232
5858.886174890084 33.664913
5861.495359062043 34.12967
5864.1045432340015 54.33818
5866.7137274059605 67.73072
5869.3229115779195 65.12668
5871.9320957498785 46.182613
5874.5412799218375 105.95234
5877.1504640937965 253.59914
5879.759648265755 255.73727
5882.3688324377135 116.740814
5884.9780166096725 62.222588
5887.5872007816315 159.05016
5890.1963849535905 178.45447
5892.8055691255495 152.25195
5895.4147532975085 134.5964
5898.0239374694675 96.17433
5900.633121641426 48.897835
5903.242305813385 50.649815
5905.851489985344 49.200386
5908.460674157303 44.15245
5911.069858329262 46.46171
5913.679042501221 55.064995
5916.28822667318 51.03613
5918.897410845139 46.451733
5921.506595017098 47.63804
5924.115779189057 49.072445
5926.724963361016 51.35895
5929.334147532975 52.192257
5931.943331704934 47.33977
5934.552515876892 34.177643
5937.161700048851 38.073414
5939.77088422081 47.882336
5942.380068392769 52.34445
5944.989252564728 53.32582
5947.598436736687 56.630646
5950.207620908646 67.50753
5952.816805080605 68.524506
5955.425989252564 51.22536
5958.035173424523 46.96132
5960.644357596482 46.969696
5963.253541768441 34.17567
5965.8627259404 42.390987
5968.471910112359 47.717144
5971.081094284318 42.23372
5973.690278456277 61.421684
5976.299462628236 52.940186
5978.908646800195 41.347454
5981.517830972154 46.106712
5984.127015144113 49.373997
5986.736199316072 43.687046
5989.345383488031 41.29119
5991.95456765999 43.958717
5994.563751831949 39.357063
5997.172936003908 36.00077
5999.782120175867 31.39751
6002.391304347826 35.66114
6005.000488519785 39.25229
6007.609672691744 32.853973
6010.218856863703 47.076805
6012.828041035662 45.82975
6015.437225207621 33.48517
6018.04640937958 45.504498
6020.655593551539 34.11147
6023.264777723498 40.194313
6025.873961895457 25.882132
6028.483146067416 26.062946
6031.092330239375 39.061783
6033.701514411334 35.7705
6036.310698583293 45.702457
6038.919882755252 40.190655
6041.529066927211 30.438772
6044.13825109917 29.214643
6046.747435271129 35.28088
6049.356619443088 28.562376
6051.965803615047 37.578625
6054.574987787006 35.987225
6057.184171958965 34.453053
6059.793356130924 40.06153
6062.402540302883 35.595608
6065.011724474842 29.078514
6067.620908646801 37.040955
6070.23009281876 27.513367
6072.839276990719 22.544636
6075.448461162678 34.797333
6078.057645334637 33.65025
6080.666829506596 25.566097
6083.276013678555 26.754608
6085.885197850514 27.41893
6088.494382022473 21.542479
6091.103566194432 28.015991
6093.71275036639 31.193386
6096.321934538349 30.169523
6098.931118710308 30.427326
6101.540302882267 33.300983
6104.149487054226 37.655876
6106.758671226185 29.225529
6109.367855398144 38.823883
6111.9770395701025 38.280304
6114.5862237420615 35.973995
6117.1954079140205 33.61783
6119.8045920859795 36.6205
6122.4137762579385 38.8926
6125.0229604298975 17.050192
6127.632144601856 30.003836
6130.241328773815 23.20458
6132.850512945774 25.048117
6135.459697117733 31.930199
6138.068881289692 27.232176
6140.678065461651 37.78863
6143.28724963361 27.483818
6145.896433805569 28.94881
6148.505617977527 32.0101
6151.114802149486 30.622278
6153.723986321445 49.51904
6156.333170493404 48.819183
6158.942354665363 55.555973
6161.551538837322 21.298637
6164.160723009281 28.126797
6166.76990718124 29.059086
6169.379091353199 31.887829
